Date (Daily +00:00: 01/01/2013 - 12/31/2013),Series,Value
2013-01-30,MSNBC,0.2679
2013-01-31,MSNBC,0.3805
2013-02-01,MSNBC,0.3808
2013-02-02,MSNBC,0.5166
2013-02-03,MSNBC,0.3633
2013-02-04,MSNBC,0.1983
2013-02-05,MSNBC,0.4926
2013-02-06,MSNBC,0.4541
2013-02-07,MSNBC,0.6306
2013-02-08,MSNBC,0.3126
2013-02-09,MSNBC,0.5359
2013-02-10,MSNBC,0.1576
2013-02-11,MSNBC,0.4934
2013-02-12,MSNBC,0.5156
2013-02-13,MSNBC,0.3236
2013-02-14,MSNBC,0.5443
2013-02-15,MSNBC,0.3238
2013-02-16,MSNBC,0.2611
2013-02-17,MSNBC,0.4195
2013-02-18,MSNBC,0.3261
2013-02-19,MSNBC,0.6479
2013-02-20,MSNBC,0.6792
2013-02-21,MSNBC,0.4776
2013-02-22,MSNBC,0.3448
2013-02-23,MSNBC,0.2222
2013-02-24,MSNBC,0.4143
2013-02-25,MSNBC,0.4269
2013-02-26,MSNBC,0.3502
2013-02-27,MSNBC,0.2807
2013-02-28,MSNBC,0.3982
2013-03-01,MSNBC,0.3303
2013-03-02,MSNBC,0.3169
2013-03-03,MSNBC,0.4585
2013-03-04,MSNBC,0.2323
2013-03-05,MSNBC,0.8983
2013-03-06,MSNBC,0.3485
2013-03-07,MSNBC,0.3017
2013-03-08,MSNBC,0.5062
2013-03-09,MSNBC,0.3814
2013-03-10,MSNBC,0.2542
2013-03-11,MSNBC,0.3339
2013-03-12,MSNBC,0.327
2013-03-13,MSNBC,0.3705
2013-03-14,MSNBC,0.4805
2013-03-15,MSNBC,0.2597
2013-03-16,MSNBC,0.4813
2013-03-17,MSNBC,0.1035
2013-03-18,MSNBC,0.3953
2013-03-19,MSNBC,0.4802
2013-03-20,MSNBC,0.2623
2013-03-21,MSNBC,0.4295
2013-03-22,MSNBC,0.2175
2013-03-23,MSNBC,0.1293
2013-03-24,MSNBC,0.3088
2013-03-25,MSNBC,0.2144
2013-03-26,MSNBC,0.2004
2013-03-27,MSNBC,0.1117
2013-03-28,MSNBC,0.2673
2013-03-29,MSNBC,0.1777
2013-03-30,MSNBC,0.3765
2013-03-31,MSNBC,0.1032
2013-04-01,MSNBC,0.0947
2013-04-02,MSNBC,0.2679
2013-04-03,MSNBC,0.797
2013-04-04,MSNBC,0.0437
2013-04-05,MSNBC,0.6232
2013-04-06,MSNBC,0.5317
2013-04-07,MSNBC,0.1564
2013-04-08,MSNBC,0.304
2013-04-09,MSNBC,0.7364
2013-04-10,MSNBC,0.5745
2013-04-11,MSNBC,0.2848
2013-04-12,MSNBC,0.3307
2013-04-13,MSNBC,0.4392
2013-04-14,MSNBC,0.1322
2013-04-15,MSNBC,0.119
2013-04-16,MSNBC,0.1705
2013-04-17,MSNBC,0.0877
2013-04-18,MSNBC,0.3223
2013-04-19,MSNBC,0.3286
2013-04-20,MSNBC,0.4131
2013-04-21,MSNBC,0.4211
2013-04-22,MSNBC,0.4739
2013-04-23,MSNBC,0.3781
2013-04-24,MSNBC,1.5232
2013-04-25,MSNBC,0.447
2013-04-26,MSNBC,0.2822
2013-04-27,MSNBC,0.7856
2013-04-28,MSNBC,0.1546
2013-04-29,MSNBC,0.2728
2013-04-30,MSNBC,0.1263
2013-05-01,MSNBC,0.0641
2013-05-02,MSNBC,0.1715
2013-05-03,MSNBC,0.1297
2013-05-04,MSNBC,0.2227
2013-05-05,MSNBC,0.357
2013-05-06,MSNBC,0.3072
2013-05-07,MSNBC,0.1495
2013-05-08,MSNBC,0.5294
2013-05-09,MSNBC,0.2375
2013-05-10,MSNBC,0.3674
2013-05-11,MSNBC,0.4866
2013-05-12,MSNBC,0.2349
2013-05-13,MSNBC,0.1795
2013-05-14,MSNBC,0.4926
2013-05-15,MSNBC,0.3011
2013-05-16,MSNBC,0.2139
2013-05-17,MSNBC,0.3407
2013-05-18,MSNBC,0.3082
2013-05-19,MSNBC,0.1386
2013-05-20,MSNBC,0.2061
2013-05-21,MSNBC,0.1295
2013-05-22,MSNBC,0.1085
2013-05-23,MSNBC,0.3664
2013-05-24,MSNBC,0.2602
2013-05-25,MSNBC,0.2071
2013-05-26,MSNBC,0.3788
2013-05-27,MSNBC,0
2013-05-28,MSNBC,0.4117
2013-05-29,MSNBC,0.3447
2013-05-30,MSNBC,0.191
2013-05-31,MSNBC,0.2118
2013-06-01,MSNBC,0.1376
2013-06-02,MSNBC,0.4292
2013-06-03,MSNBC,0.3973
2013-06-04,MSNBC,0.2176
2013-06-05,MSNBC,0.133
2013-06-06,MSNBC,0.2585
2013-06-07,MSNBC,0.1766
2013-06-08,MSNBC,0.5538
2013-06-09,MSNBC,0.3318
2013-06-10,MSNBC,0.4751
2013-06-11,MSNBC,0.6634
2013-06-12,MSNBC,0.3684
2013-06-13,MSNBC,0.1952
2013-06-14,MSNBC,0.2602
2013-06-15,MSNBC,0.5874
2013-06-16,MSNBC,0.3285
2013-06-17,MSNBC,0.1525
2013-06-18,MSNBC,0.2153
2013-06-19,MSNBC,0.1297
2013-06-20,MSNBC,0.0654
2013-06-21,MSNBC,0.3267
2013-06-22,MSNBC,0.4175
2013-06-23,MSNBC,0.1411
2013-06-24,MSNBC,0.3919
2013-06-25,MSNBC,0.1508
2013-06-26,MSNBC,0.6548
2013-06-27,MSNBC,0.3881
2013-06-28,MSNBC,0.5466
2013-06-29,MSNBC,0.488
2013-06-30,MSNBC,0.1901
2013-07-01,MSNBC,0.1795
2013-07-02,MSNBC,0.193
2013-07-03,MSNBC,0.1284
2013-07-04,MSNBC,0.142
2013-07-05,MSNBC,0.0715
2013-07-06,MSNBC,0.5579
2013-07-07,MSNBC,0.0965
2013-07-08,MSNBC,0.1792
2013-07-09,MSNBC,0.2561
2013-07-10,MSNBC,0.3591
2013-07-11,MSNBC,0.0631
2013-07-12,MSNBC,0.4193
2013-07-13,MSNBC,0.4762
2013-07-14,MSNBC,0.4204
2013-07-15,MSNBC,0.4837
2013-07-16,MSNBC,0.2174
2013-07-17,MSNBC,0.3251
2013-07-18,MSNBC,0.2163
2013-07-19,MSNBC,0.3026
2013-07-20,MSNBC,0.6222
2013-07-21,MSNBC,1.1612
2013-07-22,MSNBC,0.8576
2013-07-23,MSNBC,0.6178
2013-07-24,MSNBC,0.3624
2013-07-25,MSNBC,0.5215
2013-07-26,MSNBC,0.407
2013-07-27,MSNBC,0.5065
2013-07-28,MSNBC,0.4314
2013-07-29,MSNBC,0.3995
2013-07-30,MSNBC,0.3908
2013-07-31,MSNBC,0.2805
2013-08-01,MSNBC,0.1927
2013-08-02,MSNBC,0.2633
2013-08-03,MSNBC,0.2543
2013-08-04,MSNBC,0.3448
2013-08-05,MSNBC,0.09
2013-08-06,MSNBC,0.4622
2013-08-07,MSNBC,0.706
2013-08-08,MSNBC,0.2953
2013-08-09,MSNBC,0.423
2013-08-10,MSNBC,0.7668
2013-08-11,MSNBC,0.3321
2013-08-12,MSNBC,0.3033
2013-08-13,MSNBC,0.4536
2013-08-14,MSNBC,0.3477
2013-08-15,MSNBC,0.4561
2013-08-16,MSNBC,0.435
2013-08-17,MSNBC,0.4214
2013-08-18,MSNBC,0.6332
2013-08-19,MSNBC,0.3654
2013-08-20,MSNBC,0.3395
2013-08-21,MSNBC,0.2169
2013-08-22,MSNBC,0.6436
2013-08-23,MSNBC,0.2962
2013-08-24,MSNBC,0.2347
2013-08-25,MSNBC,0.6152
2013-08-26,MSNBC,0.426
2013-08-27,MSNBC,0.4312
2013-08-28,MSNBC,1.011
2013-08-29,MSNBC,0.1099
2013-08-30,MSNBC,0.1704
2013-08-31,MSNBC,0.521
2013-09-01,MSNBC,0.1076
2013-09-02,MSNBC,0.1053
2013-09-03,MSNBC,0.0979
2013-09-04,MSNBC,0.2351
2013-09-05,MSNBC,0.2187
2013-09-06,MSNBC,0.3215
2013-09-07,MSNBC,0.088
2013-09-08,MSNBC,1.1482
2013-09-09,MSNBC,0.1215
2013-09-10,MSNBC,0.3009
2013-09-11,MSNBC,0.0212
2013-09-12,MSNBC,0.1203
2013-09-13,MSNBC,1.1847
2013-09-14,MSNBC,0.3335
2013-09-15,MSNBC,0.3676
2013-09-16,MSNBC,0.1697
2013-09-17,MSNBC,0.1306
2013-09-18,MSNBC,0.3451
2013-09-19,MSNBC,0.4543
2013-09-20,MSNBC,0.3001
2013-09-21,MSNBC,0.4436
2013-09-22,MSNBC,0.5126
2013-09-23,MSNBC,0.4314
2013-09-24,MSNBC,0.7737
2013-09-25,MSNBC,0.6735
2013-09-26,MSNBC,0.4959
2013-09-27,MSNBC,0.5877
2013-09-28,MSNBC,0.4098
2013-09-29,MSNBC,0.3573
2013-09-30,MSNBC,0.6746
2013-10-01,MSNBC,0.243
2013-10-02,MSNBC,0.2705
2013-10-03,MSNBC,0.4266
2013-10-04,MSNBC,0.5443
2013-10-05,MSNBC,0.3678
2013-10-06,MSNBC,0.3802
2013-10-07,MSNBC,0.2959
2013-10-08,MSNBC,0.4576
2013-10-09,MSNBC,0.3738
2013-10-10,MSNBC,0.5053
2013-10-11,MSNBC,0.3319
2013-10-12,MSNBC,0.359
2013-10-13,MSNBC,0.1929
2013-10-14,MSNBC,0.3705
2013-10-15,MSNBC,0.3213
2013-10-16,MSNBC,0.3726
2013-10-17,MSNBC,0.2581
2013-10-18,MSNBC,0.5453
2013-10-19,MSNBC,0.2075
2013-10-20,MSNBC,0.1027
2013-10-21,MSNBC,0.4825
2013-10-22,MSNBC,0.4174
2013-10-23,MSNBC,0.9031
2013-10-24,MSNBC,0.5671
2013-10-25,MSNBC,0.822
2013-10-26,MSNBC,0.1381
2013-10-27,MSNBC,0.2049
2013-10-28,MSNBC,0.2124
2013-10-29,MSNBC,0.4462
2013-10-30,MSNBC,0.3326
2013-10-31,MSNBC,0.2366
2013-11-01,MSNBC,0.2316
2013-11-02,MSNBC,0.2364
2013-11-03,MSNBC,0.4993
2013-11-04,MSNBC,0.5754
2013-11-05,MSNBC,0.6168
2013-11-06,MSNBC,0.2187
2013-11-07,MSNBC,2.8834
2013-11-08,MSNBC,0.8376
2013-11-09,MSNBC,0.2883
2013-11-10,MSNBC,0.3519
2013-11-11,MSNBC,0.1946
2013-11-12,MSNBC,0.2378
2013-11-13,MSNBC,0.1521
2013-11-14,MSNBC,0.0643
2013-11-15,MSNBC,0.4748
2013-11-16,MSNBC,0.1622
2013-11-17,MSNBC,0.3086
2013-11-18,MSNBC,0.5618
2013-11-19,MSNBC,0.284
2013-11-20,MSNBC,0.1117
2013-11-21,MSNBC,0.2604
2013-11-22,MSNBC,0.1304
2013-11-23,MSNBC,0.1509
2013-11-24,MSNBC,0.2587
2013-11-25,MSNBC,0.4528
2013-11-26,MSNBC,0.2811
2013-11-27,MSNBC,0.396
2013-11-28,MSNBC,0.3686
2013-11-29,MSNBC,0.2295
2013-11-30,MSNBC,0.3431
2013-12-01,MSNBC,0.2615
2013-12-02,MSNBC,0.5559
2013-12-03,MSNBC,0.3651
2013-12-04,MSNBC,0.4191
2013-12-05,MSNBC,0.4145
2013-12-06,MSNBC,0.1085
2013-12-07,MSNBC,0.136
2013-12-08,MSNBC,0.4604
2013-12-09,MSNBC,0.29
2013-12-10,MSNBC,0.2959
2013-12-11,MSNBC,0.4576
2013-12-12,MSNBC,0.4774
2013-12-13,MSNBC,0.5979
2013-12-14,MSNBC,0.2761
2013-12-15,MSNBC,0.203
2013-12-16,MSNBC,0.4589
2013-12-17,MSNBC,0.2587
2013-12-18,MSNBC,0.2673
2013-12-19,MSNBC,0.3067
2013-12-20,MSNBC,0.3629
2013-12-21,MSNBC,0.2009
2013-12-22,MSNBC,0.4646
2013-12-23,MSNBC,0.4581
2013-12-24,MSNBC,0.5492
2013-12-25,MSNBC,0
2013-12-26,MSNBC,0.1221
2013-12-27,MSNBC,0.77
2013-12-28,MSNBC,1.1064
2013-12-29,MSNBC,0.9047
2013-12-30,MSNBC,0.223
2013-12-31,MSNBC,0.387
