Date (Daily +00:00: 01/01/2014 - 12/31/2014),Series,Value
2014-04-12,MSNBC,0.0394
2014-04-13,MSNBC,0.0512
2014-04-14,MSNBC,0
2014-04-15,MSNBC,0
2014-04-16,MSNBC,0.0648
2014-04-17,MSNBC,0.3874
2014-04-18,MSNBC,0.0871
2014-04-19,MSNBC,0.1857
2014-04-20,MSNBC,0.0512
2014-04-21,MSNBC,0.0929
2014-04-22,MSNBC,0.0216
2014-04-23,MSNBC,0.0215
2014-04-24,MSNBC,0.0217
2014-04-25,MSNBC,0.0434
2014-04-26,MSNBC,0.263
2014-04-27,MSNBC,0.3106
2014-04-28,MSNBC,0.8571
2014-04-29,MSNBC,0.6621
2014-04-30,MSNBC,0.2117
2014-05-01,MSNBC,0.0424
2014-05-02,MSNBC,0.0431
2014-05-03,MSNBC,0.0799
2014-05-04,MSNBC,0.1039
2014-05-05,MSNBC,0.09
2014-05-06,MSNBC,0.0212
2014-05-07,MSNBC,0
2014-05-08,MSNBC,0.0211
2014-05-09,MSNBC,0
2014-05-10,MSNBC,0
2014-05-11,MSNBC,0.3127
2014-05-12,MSNBC,0.0687
2014-05-13,MSNBC,0.1702
2014-05-14,MSNBC,0.0846
2014-05-15,MSNBC,0.0427
2014-05-16,MSNBC,0.0647
2014-05-17,MSNBC,0.1898
2014-05-18,MSNBC,0.4285
2014-05-19,MSNBC,0.0898
2014-05-20,MSNBC,0.043
2014-05-21,MSNBC,0.0213
2014-05-22,MSNBC,0.0212
2014-05-23,MSNBC,0.0214
2014-05-24,MSNBC,0.0742
2014-05-25,MSNBC,0.0533
2014-05-26,MSNBC,0
2014-05-27,MSNBC,0
2014-05-28,MSNBC,0.0212
2014-05-29,MSNBC,0.0211
2014-05-30,MSNBC,0.0422
2014-05-31,MSNBC,0
2014-06-01,MSNBC,0
2014-06-02,MSNBC,0
2014-06-03,MSNBC,0
2014-06-04,MSNBC,0.0215
2014-06-05,MSNBC,0.0213
2014-06-06,MSNBC,0.0212
2014-06-07,MSNBC,0.0399
2014-06-08,MSNBC,0.2342
2014-06-09,MSNBC,0
2014-06-10,MSNBC,0
2014-06-11,MSNBC,0.042
2014-06-12,MSNBC,0.0212
2014-06-13,MSNBC,0.044
2014-06-14,MSNBC,0.2178
2014-06-15,MSNBC,0.117
2014-06-16,MSNBC,0.0299
2014-06-17,MSNBC,0.0854
2014-06-18,MSNBC,0.0643
2014-06-19,MSNBC,0
2014-06-20,MSNBC,0.0431
2014-06-21,MSNBC,0.0406
2014-06-22,MSNBC,0.0587
2014-06-23,MSNBC,0.118
2014-06-24,MSNBC,0.1066
2014-06-25,MSNBC,0.0863
2014-06-26,MSNBC,0.0212
2014-06-27,MSNBC,0.0641
2014-06-28,MSNBC,0.041
2014-06-29,MSNBC,0.059
2014-06-30,MSNBC,0.0602
2014-07-01,MSNBC,0.0436
2014-07-02,MSNBC,0.0221
2014-07-03,MSNBC,0.046
2014-07-04,MSNBC,0
2014-07-05,MSNBC,0.0554
2014-07-06,MSNBC,0.1218
2014-07-07,MSNBC,0.0909
2014-07-08,MSNBC,0.043
2014-07-09,MSNBC,0.0435
2014-07-10,MSNBC,0.0651
2014-07-11,MSNBC,0.1539
2014-07-12,MSNBC,0.0819
2014-07-13,MSNBC,0.06
2014-07-14,MSNBC,0.2117
2014-07-15,MSNBC,0.0929
2014-07-16,MSNBC,0.0924
2014-07-17,MSNBC,0.0224
2014-07-18,MSNBC,0.0702
2014-07-19,MSNBC,0.1218
2014-07-20,MSNBC,0
2014-07-21,MSNBC,0.0313
2014-07-22,MSNBC,0.0461
2014-07-23,MSNBC,0.0461
2014-07-24,MSNBC,0.0684
2014-07-25,MSNBC,0
2014-07-26,MSNBC,0.0794
2014-07-27,MSNBC,0.0589
2014-07-28,MSNBC,0.0939
2014-07-29,MSNBC,0.0461
2014-07-30,MSNBC,0.1147
2014-07-31,MSNBC,0.2502
2014-08-01,MSNBC,0.0454
2014-08-02,MSNBC,0.0804
2014-08-03,MSNBC,0.1802
2014-08-04,MSNBC,0.0949
2014-08-05,MSNBC,0.1845
2014-08-06,MSNBC,0.069
2014-08-07,MSNBC,0.0459
2014-08-08,MSNBC,0.023
2014-08-09,MSNBC,0.1196
2014-08-10,MSNBC,0.0595
2014-08-11,MSNBC,0.0618
2014-08-12,MSNBC,0.0231
2014-08-13,MSNBC,0.1391
2014-08-14,MSNBC,0.0228
2014-08-15,MSNBC,0.1361
2014-08-16,MSNBC,0.0399
2014-08-17,MSNBC,0.1052
2014-08-18,MSNBC,0.0902
2014-08-19,MSNBC,0.1234
2014-08-20,MSNBC,0.0213
2014-08-21,MSNBC,0.0427
2014-08-22,MSNBC,0.0424
2014-08-23,MSNBC,0.0807
2014-08-24,MSNBC,0.0579
2014-08-25,MSNBC,0.0885
2014-08-26,MSNBC,0.0211
2014-08-27,MSNBC,0.0856
2014-08-28,MSNBC,0.085
2014-08-29,MSNBC,0.1057
2014-08-30,MSNBC,0.0477
2014-08-31,MSNBC,0
2014-09-01,MSNBC,0
2014-09-02,MSNBC,0.0994
2014-09-03,MSNBC,0.0209
2014-09-04,MSNBC,0.0644
2014-09-05,MSNBC,0.0206
2014-09-06,MSNBC,0.1936
2014-09-07,MSNBC,0.0575
2014-09-08,MSNBC,0.0295
2014-09-09,MSNBC,0.2172
2014-09-10,MSNBC,0.151
2014-09-11,MSNBC,0
2014-09-12,MSNBC,0.0421
2014-09-13,MSNBC,0.0402
2014-09-14,MSNBC,0
2014-09-15,MSNBC,0.0296
2014-09-16,MSNBC,0.0211
2014-09-17,MSNBC,0.0428
2014-09-18,MSNBC,0.0213
2014-09-19,MSNBC,0.0431
2014-09-20,MSNBC,0.0779
2014-09-21,MSNBC,0.175
2014-09-22,MSNBC,0.0296
2014-09-23,MSNBC,0
2014-09-24,MSNBC,0.1283
2014-09-25,MSNBC,0.0639
2014-09-26,MSNBC,0.0211
2014-09-27,MSNBC,0.1766
2014-09-28,MSNBC,0.1794
2014-09-29,MSNBC,0.2355
2014-09-30,MSNBC,0.1082
2014-10-01,MSNBC,0.0219
2014-10-02,MSNBC,0
2014-10-03,MSNBC,0.0645
2014-10-04,MSNBC,0
2014-10-05,MSNBC,0.0595
2014-10-06,MSNBC,0.0589
2014-10-07,MSNBC,0.0427
2014-10-08,MSNBC,0.0433
2014-10-09,MSNBC,0.0211
2014-10-10,MSNBC,0
2014-10-11,MSNBC,0.0393
2014-10-12,MSNBC,0
2014-10-13,MSNBC,0.0881
2014-10-14,MSNBC,0.0432
2014-10-15,MSNBC,0.0213
2014-10-16,MSNBC,0.0206
2014-10-17,MSNBC,0.1091
2014-10-18,MSNBC,0.0387
2014-10-19,MSNBC,0
2014-10-20,MSNBC,0.0602
2014-10-21,MSNBC,0.0433
2014-10-22,MSNBC,0
2014-10-23,MSNBC,0.1079
2014-10-24,MSNBC,0.0211
2014-10-25,MSNBC,0.0842
2014-10-26,MSNBC,0.0591
2014-10-27,MSNBC,0.0903
2014-10-28,MSNBC,0.0423
2014-10-29,MSNBC,0.0213
2014-10-30,MSNBC,0.021
2014-10-31,MSNBC,0.0634
2014-11-01,MSNBC,0.0403
2014-11-02,MSNBC,0.1026
2014-11-03,MSNBC,0.1594
2014-11-04,MSNBC,0.0646
2014-11-05,MSNBC,0
2014-11-06,MSNBC,0.0213
2014-11-07,MSNBC,0.0429
2014-11-08,MSNBC,0.0865
2014-11-09,MSNBC,0.0579
2014-11-10,MSNBC,0.0628
2014-11-11,MSNBC,0.0213
2014-11-12,MSNBC,0.0426
2014-11-13,MSNBC,0.0632
2014-11-14,MSNBC,0.1303
2014-11-15,MSNBC,0.0531
2014-11-16,MSNBC,0.1005
2014-11-17,MSNBC,0.1592
2014-11-18,MSNBC,0.0427
2014-11-19,MSNBC,0
2014-11-20,MSNBC,0.0212
2014-11-21,MSNBC,0.0431
2014-11-22,MSNBC,0.0435
2014-11-23,MSNBC,0.0667
2014-11-24,MSNBC,0
2014-11-25,MSNBC,0.0205
2014-11-26,MSNBC,0
2014-11-27,MSNBC,0
2014-11-28,MSNBC,0
2014-11-29,MSNBC,0.0736
2014-11-30,MSNBC,0.1406
2014-12-01,MSNBC,0.2217
2014-12-02,MSNBC,0.1316
2014-12-03,MSNBC,0.0871
2014-12-04,MSNBC,0.021
2014-12-05,MSNBC,0.0429
2014-12-06,MSNBC,0.0443
2014-12-07,MSNBC,0.1984
2014-12-08,MSNBC,0.0645
2014-12-09,MSNBC,0
2014-12-10,MSNBC,0.0219
2014-12-11,MSNBC,0.3082
2014-12-12,MSNBC,0.0223
2014-12-13,MSNBC,0.217
2014-12-14,MSNBC,0.0671
2014-12-15,MSNBC,0.0322
2014-12-16,MSNBC,0.0656
2014-12-17,MSNBC,0
2014-12-18,MSNBC,0.0221
2014-12-19,MSNBC,0
2014-12-20,MSNBC,0.1339
2014-12-21,MSNBC,0.4704
2014-12-22,MSNBC,0.5892
2014-12-23,MSNBC,0.3608
2014-12-24,MSNBC,0
2014-12-25,MSNBC,0
2014-12-26,MSNBC,0.1025
2014-12-27,MSNBC,0.1455
2014-12-28,MSNBC,0.0723
2014-12-29,MSNBC,0.0657
2014-12-30,MSNBC,0
2014-12-31,MSNBC,0.067
