Date (Daily +00:00: 01/01/2012 - 12/31/2012),Series,Value
2012-02-09,MSNBC,0.2886
2012-02-10,MSNBC,0.2432
2012-02-11,MSNBC,0.3146
2012-02-12,MSNBC,0.4525
2012-02-13,MSNBC,0.0335
2012-02-14,MSNBC,0.4433
2012-02-15,MSNBC,0.379
2012-02-16,MSNBC,0.2437
2012-02-17,MSNBC,0.1765
2012-02-18,MSNBC,0.4398
2012-02-19,MSNBC,0.5096
2012-02-20,MSNBC,0.1351
2012-02-21,MSNBC,0.18
2012-02-22,MSNBC,0.1565
2012-02-23,MSNBC,0.2227
2012-02-24,MSNBC,0.5789
2012-02-25,MSNBC,0.695
2012-02-26,MSNBC,0.4481
2012-02-27,MSNBC,0.0993
2012-02-28,MSNBC,0.1531
2012-02-29,MSNBC,0.1387
2012-03-01,MSNBC,0.4798
2012-03-02,MSNBC,0.262
2012-03-03,MSNBC,0.6559
2012-03-04,MSNBC,0.1887
2012-03-05,MSNBC,0.0994
2012-03-06,MSNBC,0.0219
2012-03-07,MSNBC,0.0679
2012-03-08,MSNBC,0.3096
2012-03-09,MSNBC,0.1775
2012-03-10,MSNBC,0.6402
2012-03-11,MSNBC,0.2859
2012-03-12,MSNBC,0.3436
2012-03-13,MSNBC,0.1333
2012-03-14,MSNBC,0.1139
2012-03-15,MSNBC,0.0217
2012-03-16,MSNBC,0.2195
2012-03-17,MSNBC,0.471
2012-03-18,MSNBC,0.574
2012-03-19,MSNBC,0.372
2012-03-20,MSNBC,0.1314
2012-03-21,MSNBC,0.2931
2012-03-22,MSNBC,0.3063
2012-03-23,MSNBC,0.198
2012-03-24,MSNBC,0.4699
2012-03-25,MSNBC,0.5158
2012-03-26,MSNBC,0.2478
2012-03-27,MSNBC,0.2212
2012-03-28,MSNBC,0.1785
2012-03-29,MSNBC,0.1343
2012-03-30,MSNBC,0.1109
2012-03-31,MSNBC,0.6373
2012-04-01,MSNBC,0.5305
2012-04-02,MSNBC,0.1236
2012-04-03,MSNBC,0.1962
2012-04-04,MSNBC,0.1622
2012-04-05,MSNBC,0.2465
2012-04-06,MSNBC,0.3336
2012-04-07,MSNBC,0.5753
2012-04-08,MSNBC,0.3228
2012-04-09,MSNBC,0.3417
2012-04-10,MSNBC,0.349
2012-04-11,MSNBC,0.2622
2012-04-12,MSNBC,0.3949
2012-04-13,MSNBC,0.1785
2012-04-14,MSNBC,0.2357
2012-04-15,MSNBC,0.1285
2012-04-16,MSNBC,0.1908
2012-04-17,MSNBC,0.1558
2012-04-18,MSNBC,0.2199
2012-04-19,MSNBC,0.2436
2012-04-20,MSNBC,0.5701
2012-04-21,MSNBC,0.5208
2012-04-22,MSNBC,0.9556
2012-04-23,MSNBC,0.5306
2012-04-24,MSNBC,0.6114
2012-04-25,MSNBC,0.485
2012-04-26,MSNBC,0.3119
2012-04-27,MSNBC,0.2903
2012-04-28,MSNBC,0.4333
2012-04-29,MSNBC,0.3238
2012-04-30,MSNBC,0.0937
2012-05-01,MSNBC,0.3265
2012-05-02,MSNBC,0.415
2012-05-03,MSNBC,0.3292
2012-05-04,MSNBC,0.6324
2012-05-05,MSNBC,0.3774
2012-05-06,MSNBC,0.2562
2012-05-07,MSNBC,0.4552
2012-05-08,MSNBC,0.3285
2012-05-09,MSNBC,0.3523
2012-05-10,MSNBC,0.2835
2012-05-11,MSNBC,0.6319
2012-05-12,MSNBC,0.3702
2012-05-13,MSNBC,0.8323
2012-05-14,MSNBC,0.338
2012-05-15,MSNBC,0.5072
2012-05-16,MSNBC,1.5618
2012-05-17,MSNBC,0.848
2012-05-18,MSNBC,4.8998
2012-05-19,MSNBC,1.9764
2012-05-20,MSNBC,0.5118
2012-05-21,MSNBC,1.7152
2012-05-22,MSNBC,0.7373
2012-05-23,MSNBC,1.6773
2012-05-24,MSNBC,2.2257
2012-05-25,MSNBC,0.6539
2012-05-26,MSNBC,2.3685
2012-05-27,MSNBC,1.2698
2012-05-28,MSNBC,0.1495
2012-05-29,MSNBC,0.5261
2012-05-30,MSNBC,0.9773
2012-05-31,MSNBC,0.2165
2012-06-01,MSNBC,0.3759
2012-06-02,MSNBC,0.4243
2012-06-03,MSNBC,0.2567
2012-06-04,MSNBC,1.1783
2012-06-05,MSNBC,0.3823
2012-06-06,MSNBC,0.5579
2012-06-07,MSNBC,0.2676
2012-06-08,MSNBC,0.5636
2012-06-09,MSNBC,0.1933
2012-06-10,MSNBC,0.8142
2012-06-11,MSNBC,0.5612
2012-06-12,MSNBC,0.3107
2012-06-13,MSNBC,0.223
2012-06-14,MSNBC,0.2003
2012-06-15,MSNBC,0.4064
2012-06-16,MSNBC,0.9074
2012-06-17,MSNBC,1.3557
2012-06-18,MSNBC,0.4263
2012-06-19,MSNBC,0.3928
2012-06-20,MSNBC,0.2408
2012-06-21,MSNBC,0.3245
2012-06-22,MSNBC,0.3057
2012-06-23,MSNBC,0.6132
2012-06-24,MSNBC,0.2572
2012-06-25,MSNBC,0.2183
2012-06-26,MSNBC,0.8106
2012-06-27,MSNBC,0.4146
2012-06-28,MSNBC,0.1116
2012-06-29,MSNBC,0.2525
2012-06-30,MSNBC,0.1952
2012-07-01,MSNBC,0.2114
2012-07-02,MSNBC,0.355
2012-07-03,MSNBC,0.4116
2012-07-04,MSNBC,0.5128
2012-07-05,MSNBC,0.3963
2012-07-06,MSNBC,0.2284
2012-07-07,MSNBC,0.2993
2012-07-08,MSNBC,0.394
2012-07-09,MSNBC,0.2543
2012-07-10,MSNBC,0.384
2012-07-11,MSNBC,0.3637
2012-07-12,MSNBC,0.2965
2012-07-13,MSNBC,0.4571
2012-07-14,MSNBC,0.813
2012-07-15,MSNBC,0.1343
2012-07-16,MSNBC,0.1244
2012-07-17,MSNBC,0.4475
2012-07-18,MSNBC,0.3752
2012-07-19,MSNBC,0.5569
2012-07-20,MSNBC,0.4549
2012-07-21,MSNBC,0.1451
2012-07-22,MSNBC,0.5937
2012-07-23,MSNBC,0.3974
2012-07-24,MSNBC,0.3815
2012-07-25,MSNBC,0.5963
2012-07-26,MSNBC,0.4526
2012-07-27,MSNBC,0.9089
2012-07-28,MSNBC,0.2639
2012-07-29,MSNBC,0
2012-07-30,MSNBC,0.4444
2012-07-31,MSNBC,0.361
2012-08-01,MSNBC,0.6887
2012-08-02,MSNBC,0.6531
2012-08-03,MSNBC,0.9868
2012-08-04,MSNBC,0.1073
2012-08-05,MSNBC,0
2012-08-06,MSNBC,0.4425
2012-08-07,MSNBC,0.5982
2012-08-08,MSNBC,0.5317
2012-08-09,MSNBC,0.4303
2012-08-10,MSNBC,0.5709
2012-08-11,MSNBC,0.1848
2012-08-12,MSNBC,0.2028
2012-08-13,MSNBC,0.1907
2012-08-14,MSNBC,0.519
2012-08-15,MSNBC,0.4913
2012-08-16,MSNBC,0.6036
2012-08-17,MSNBC,1.3149
2012-08-18,MSNBC,0.835
2012-08-19,MSNBC,0.3262
2012-08-20,MSNBC,0.4055
2012-08-21,MSNBC,0.927
2012-08-22,MSNBC,0.6536
2012-08-23,MSNBC,0.7268
2012-08-24,MSNBC,0.774
2012-08-25,MSNBC,0.3976
2012-08-26,MSNBC,0.0671
2012-08-27,MSNBC,0.1918
2012-08-28,MSNBC,0.2273
2012-08-29,MSNBC,0.1336
2012-08-30,MSNBC,0.2441
2012-08-31,MSNBC,0.1789
2012-09-01,MSNBC,0.1939
2012-09-02,MSNBC,0.4692
2012-09-03,MSNBC,0.393
2012-09-04,MSNBC,0.3376
2012-09-05,MSNBC,0.2024
2012-09-06,MSNBC,0.1279
2012-09-07,MSNBC,0.1979
2012-09-08,MSNBC,0.6348
2012-09-09,MSNBC,0.3012
2012-09-10,MSNBC,0.2474
2012-09-11,MSNBC,0.4319
2012-09-12,MSNBC,0.3296
2012-09-13,MSNBC,0.2
2012-09-14,MSNBC,0.1102
2012-09-15,MSNBC,0.0762
2012-09-16,MSNBC,0.2133
2012-09-17,MSNBC,0.0932
2012-09-18,MSNBC,0.2472
2012-09-19,MSNBC,0.4456
2012-09-20,MSNBC,0.4824
2012-09-21,MSNBC,0.2879
2012-09-22,MSNBC,0.7499
2012-09-23,MSNBC,0.233
2012-09-24,MSNBC,0.2772
2012-09-25,MSNBC,0.2846
2012-09-26,MSNBC,0.335
2012-09-27,MSNBC,0.4643
2012-09-28,MSNBC,0.379
2012-09-29,MSNBC,0.1914
2012-09-30,MSNBC,0.2654
2012-10-01,MSNBC,0.1253
2012-10-02,MSNBC,0.2971
2012-10-03,MSNBC,0.2548
2012-10-04,MSNBC,0.2436
2012-10-05,MSNBC,0.5554
2012-10-06,MSNBC,0.1524
2012-10-07,MSNBC,0.0549
2012-10-08,MSNBC,0.1587
2012-10-09,MSNBC,0.2967
2012-10-10,MSNBC,0.2526
2012-10-11,MSNBC,0.2754
2012-10-12,MSNBC,0.1104
2012-10-13,MSNBC,0.2145
2012-10-14,MSNBC,0.1101
2012-10-15,MSNBC,0.2511
2012-10-16,MSNBC,0.1132
2012-10-17,MSNBC,0.0885
2012-10-18,MSNBC,0.2928
2012-10-19,MSNBC,0.2501
2012-10-20,MSNBC,0.2104
2012-10-21,MSNBC,0.4278
2012-10-22,MSNBC,0.0957
2012-10-23,MSNBC,0.2242
2012-10-24,MSNBC,0.7245
2012-10-25,MSNBC,0.611
2012-10-26,MSNBC,0.4333
2012-10-27,MSNBC,0.6055
2012-10-28,MSNBC,0.1607
2012-10-29,MSNBC,0.1591
2012-10-30,MSNBC,0.1372
2012-10-31,MSNBC,0.1819
2012-11-01,MSNBC,0.2943
2012-11-02,MSNBC,0.3225
2012-11-03,MSNBC,0.1163
2012-11-04,MSNBC,0.2776
2012-11-05,MSNBC,0.323
2012-11-06,MSNBC,0.1926
2012-11-07,MSNBC,0.0815
2012-11-08,MSNBC,0.4803
2012-11-09,MSNBC,0.2469
2012-11-10,MSNBC,0.2172
2012-11-11,MSNBC,0.1638
2012-11-12,MSNBC,0.334
2012-11-13,MSNBC,0.2691
2012-11-14,MSNBC,0.5741
2012-11-15,MSNBC,0.3578
2012-11-16,MSNBC,0.3576
2012-11-17,MSNBC,0.2797
2012-11-18,MSNBC,0.2601
2012-11-19,MSNBC,0.2691
2012-11-20,MSNBC,0.2706
2012-11-21,MSNBC,0.4732
2012-11-22,MSNBC,0.7343
2012-11-23,MSNBC,0.2527
2012-11-24,MSNBC,0.3859
2012-11-25,MSNBC,0.2655
2012-11-26,MSNBC,0.3388
2012-11-27,MSNBC,0.7255
2012-11-28,MSNBC,0.5199
2012-11-29,MSNBC,0.6326
2012-11-30,MSNBC,0.6368
2012-12-01,MSNBC,0.4742
2012-12-02,MSNBC,0.2173
2012-12-03,MSNBC,0.2991
2012-12-04,MSNBC,0.4919
2012-12-05,MSNBC,0.3073
2012-12-06,MSNBC,0.4535
2012-12-07,MSNBC,0.552
2012-12-08,MSNBC,0.6111
2012-12-09,MSNBC,0.2079
2012-12-10,MSNBC,0.4419
2012-12-11,MSNBC,0.5208
2012-12-12,MSNBC,0.3374
2012-12-13,MSNBC,0.4004
2012-12-14,MSNBC,1.1164
2012-12-15,MSNBC,0.2218
2012-12-16,MSNBC,0.2125
2012-12-17,MSNBC,0.3052
2012-12-18,MSNBC,0.6982
2012-12-19,MSNBC,0.5418
2012-12-20,MSNBC,0.4164
2012-12-21,MSNBC,0.2749
2012-12-22,MSNBC,0.3222
2012-12-23,MSNBC,0.8667
2012-12-24,MSNBC,0.132
2012-12-25,MSNBC,0.2845
2012-12-26,MSNBC,0.443
2012-12-27,MSNBC,0.5578
2012-12-28,MSNBC,0.659
2012-12-29,MSNBC,0.5645
2012-12-30,MSNBC,0.092
2012-12-31,MSNBC,0.094
